,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
32,"Brett Favre, Mike Holmgren, Cindy Sandberg",N/A,N/A,USA,14 Jan 1997,Greg Kohs,N/A,English,N/A,N/A,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",01 Jan 1996,True,N/A,Connie Gomper & the Pack,movie,N/A,N/A,1996,tt0377683,8.6,5,
33,"Anna Paquin, Nic Knight, Nicola Howard, Sasha Graff",1 win.,N/A,"France, Italy, UK, USA",04 Feb 2003,Franco Zeffirelli,"Drama, Romance","English, French",N/A,"Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to become a teacher and eventually seeks ...",https://m.media-amazon.com/images/M/MV5BMjU4NDU2MjUtMGVjMS00NTBmLWI3N2QtZTk3YzY3YjZhNjY4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Miramax,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}]",12 Apr 1996,True,112 min,Jane Eyre,movie,N/A,"Charlotte Brontë (novel), Hugh Whitemore (screenplay), Franco Zeffirelli (screenplay), Josep Llurba (translation and adaptation)",1996,tt0116684,6.8,"8,377",
34,"Ellen DeGeneres, Bill Pullman, Joan Cusack, Dean Stockwell",2 nominations.,N/A,USA,04 Jun 2002,Nick Castle,Comedy,English,N/A,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",https://m.media-amazon.com/images/M/MV5BMTM0MTAxMjcyMl5BMl5BanBnXkFtZTcwMTIzMTEyMQ@@._V1_SX300.jpg,Mandeville Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}]",16 Feb 1996,True,96 min,Mr. Wrong,movie,N/A,"Chris Matheson, Kerry Ehrin, Craig Munson",1996,tt0117102,3.8,"4,655",
35,"Kim Bodnia, Zlatko Buric, Laura Drasbæk, Slavko Labovic",1 win.,N/A,Denmark,N/A,Nicolas Winding Refn,"Crime, Thriller","Danish, Swedish, Serbian",72,A drug pusher grows increasingly desperate after a botched deal leaves him with a large debt to a ruthless drug lord.,https://m.media-amazon.com/images/M/MV5BMTJhYmJmYjgtNDNkNy00NWNlLTkxMDctMWI0MzVkZWMxMjljXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Metacritic', 'Value': '72/100'}]",30 Aug 1996,True,110 min,Pusher,movie,N/A,"Jens Dahl, Nicolas Winding Refn",1996,tt0117407,7.4,"30,833",
36,"Kelsey Grammer, Lauren Holly, Rob Schneider, Harry Dean Stanton",N/A,N/A,USA,03 Feb 2004,David S. Ward,Comedy,English,39,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days. With a crew that consists only of weird guys (and a gal), he's ...",https://m.media-amazon.com/images/M/MV5BMTlkNGU1NDctNDAwZC00ZThlLWE4YTgtMWU5YjJjYzIyY2VjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",01 Mar 1996,True,92 min,Down Periscope,movie,N/A,"Hugh Wilson (screenplay), Andrew Kurtzman (screenplay), Eliot Wald (screenplay), Hugh Wilson (story)",1996,tt0116130,6.1,"19,140",
37,"Uma Thurman, Janeane Garofalo, Ben Chaplin, Jamie Foxx",2 nominations.,N/A,USA,17 Apr 2001,Michael Lehmann,"Comedy, Romance",English,64,A successful veternarian & radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,https://m.media-amazon.com/images/M/MV5BOWM0MTA4NjItMzM3ZS00NDJmLTg3NWItNGE5ODIyOGJhNzQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",26 Apr 1996,True,97 min,The Truth About Cats & Dogs,movie,N/A,Audrey Wells,1996,tt0117979,6.3,"23,898",
38,"Lili Taylor, Jared Harris, Martha Plimpton, Lothaire Bluteau",5 wins & 6 nominations.,N/A,"UK, USA",23 Jan 2001,Mary Harron,"Biography, Drama",English,75,"Based on the true story of Valerie Solanas who was a 60s radical preaching hatred toward men in her ""Scum"" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to ...",https://m.media-amazon.com/images/M/MV5BNWJkZTI3ZGUtOWQ3Ni00Y2Y5LTgxYWEtODQ4Yjg4M2ZmMWQ3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Hallmark Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",01 May 1996,True,103 min,I Shot Andy Warhol,movie,N/A,"Jeremiah Newton (book), Diane Tucker (research), Mary Harron, Daniel Minahan",1996,tt0116594,6.6,"5,992",
39,"Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward",1 nomination.,N/A,USA,22 May 2001,Andrew Davis,"Action, Drama, Sci-Fi, Thriller",English,N/A,Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,https://m.media-amazon.com/images/M/MV5BZTkzZmQxZmQtZmJkMS00YmJlLWI0YmItMjcwYzBhM2E3NGQzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}]",02 Aug 1996,True,107 min,Chain Reaction,movie,N/A,"Arne Schmidt (story), Rick Seaman (story), Josh Friedman (story), J.F. Lawton (screenplay), Michael Bortman (screenplay)",1996,tt0115857,5.6,"44,785",
40,"Alyssa Milano, Johnathon Schaech, Xander Berkeley, Belinda Bauer",N/A,N/A,USA,02 Nov 1999,Anne Goursaud,"Drama, Thriller",English,N/A,Lily is a sheltered art student from Michigan going to school in California. She finds an apartment and her roommates aren't quite normal. One day she finds a box of items belonging to a ...,https://m.media-amazon.com/images/M/MV5BN2IzZmIzZmMtOGM2NC00MmU3LThmMzAtNGZmYzk4OGRkYWE2XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,New Line Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}]",02 Feb 1996,True,106 min,Poison Ivy II,movie,N/A,Chloe King,1996,tt0114151,4.5,"5,085",
41,"Trace Beaulieu, Michael J. Nelson, Jim Mallon, Kevin Murphy",1 nomination.,N/A,USA,10 Oct 2000,Jim Mallon,"Comedy, Sci-Fi",English,65,Mike Nelson and his robot companions watch and give their comments about This Island Earth (1955).,https://m.media-amazon.com/images/M/MV5BYzNmN2UzNTAtNmZkMS00MmI3LThhNzEtNjI1YjJlN2JiZjU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,MCA Universal Home Video,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",21 Jun 1996,True,73 min,Mystery Science Theater 3000: The Movie,movie,N/A,"Michael J. Nelson, Trace Beaulieu, Jim Mallon, Kevin Murphy, Mary Jo Pehl, Paul Chaplin, Bridget Jones, Joel Hodgson (television series ""Mystery Science Theater 3000"")",1996,tt0117128,7.4,"17,014",
42,"Stanley Tucci, Hope Davis, Pat McNamara, Anne Meara",7 wins & 3 nominations.,N/A,"Canada, USA",20 Jun 2000,Greg Mottola,"Comedy, Drama",English,N/A,"When a happily married woman discovers a love letter written by her husband to an unknown party, she enlists her dysfunctional family to discover the truth.",https://m.media-amazon.com/images/M/MV5BNTJhMGM4ODItNzk3MS00MmMxLTgyZmEtNGEwNDNhOTAwYzc0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Lionsgate,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",05 Mar 1997,True,87 min,The Daytrippers,movie,N/A,Greg Mottola,1996,tt0116041,6.9,"3,669",
43,"Deborah Theaker, Michael Hitchcock, Scott Williamson, Larry Miller",2 wins & 3 nominations.,N/A,USA,21 Aug 2001,Christopher Guest,Comedy,English,71,An aspiring director and the marginally talented amateur cast of a hokey small-town Missouri musical production go overboard when they learn that someone from Broadway will be in attendance.,https://m.media-amazon.com/images/M/MV5BYWY4OGVjOTctYTViZC00MWQzLWIyNjYtM2JmOWIzZGQwNWYyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures Classics,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",31 Jan 1997,True,84 min,Waiting for Guffman,movie,N/A,"Christopher Guest, Eugene Levy",1996,tt0118111,7.6,"24,711",
44,"Robin Williams, Diane Lane, Brian Kerwin, Jennifer Lopez",6 nominations.,N/A,USA,03 Aug 2004,Francis Ford Coppola,"Comedy, Drama, Fantasy","English, Spanish",31,"Because of an unusual aging disorder that has aged him four times faster than a normal human being, a boy enters the fifth grade for the first time with the appearance of a 40 year old man.",https://m.media-amazon.com/images/M/MV5BZDYyYzAyNjctODM1Mi00ZjE4LWFmNTItZjRmOWUxODA1ODY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Hollywood Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",09 Aug 1996,True,113 min,Jack,movie,N/A,"James DeMonaco, Gary Nadeau",1996,tt0116669,5.8,"52,050",
45,"Matt K. Miller, Megumi Hayashibara, Yuri Amano, Takeshi Aono",N/A,N/A,Japan,30 Sep 1997,Hiroshi Negishi,"Animation, Adventure, Comedy, Drama, Fantasy, Mystery, Romance, Sci-Fi, Thriller",Japanese,N/A,"Tenchi and co. find their existence unsettled by a time-travelling entity called Kain. Desiring revenge upon the Juraian emperor, Tenchi, Kain travels back in time to kill Tenchi's mother. ...",https://m.media-amazon.com/images/M/MV5BZTM5YTUxYTUtMzhlOC00OTU2LWE3ODYtNDZhZTdjOTg4NzFkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",16 Aug 1996,True,95 min,Tenchi the Movie - Tenchi Muyo in Love,movie,N/A,"Masaki Kajishima (creator), Hiroshi Negishi, Ryôe Tsukimura",1996,tt0117876,7.2,"1,294",
46,"Bruce Willis, Bruce Dern, William Sanderson, Christopher Walken",N/A,N/A,USA,04 Sep 2001,Walter Hill,"Action, Crime, Drama, Thriller","English, Spanish",N/A,A drifting gunslinger-for-hire finds himself in the middle of an ongoing war between the Irish and Italian mafia in a Prohibition era ghost town.,https://m.media-amazon.com/images/M/MV5BOThkYmJjYTMtOWMzNC00ZjQ4LWI4NzAtYjRlMDA3ZWMyYWRmXkEyXkFqcGdeQXVyNDIyMjczNjI@._V1_SX300.jpg,New Line Cinema,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}]",20 Sep 1996,True,101 min,Last Man Standing,movie,N/A,"Ryûzô Kikushima (story), Akira Kurosawa (story), Walter Hill (screenplay)",1996,tt0116830,6.4,"49,665",
47,"Danny Aiello, Greg Cruttwell, Jeff Daniels, Teri Hatcher",1 nomination.,N/A,USA,07 Aug 2001,John Herzfeld,"Comedy, Crime, Thriller","English, Vietnamese",N/A,48 hours of intersecting lives and crimes in Los Angeles.,https://m.media-amazon.com/images/M/MV5BZDI0ZmFmYTgtMTQ5OS00MTVmLTgwNWYtNzIyY2Y5NjYxNzgyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,HBO Video,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}]",27 Sep 1996,True,104 min,2 Days in the Valley,movie,N/A,John Herzfeld,1996,tt0115438,6.5,"17,235",
48,"Kevin Costner, Will Patton, Larenz Tate, Olivia Williams",7 wins & 7 nominations.,N/A,USA,23 Jun 1998,Kevin Costner,"Action, Adventure, Drama, Sci-Fi",English,29,A nameless drifter dons a postman's uniform and bag of mail as he begins a quest to inspire hope to the survivors living in post-apocalyptic America.,https://m.media-amazon.com/images/M/MV5BNTAyYTFmYmUtNTFhZS00NGQxLWI0OGEtZDM2NDk1OGE4YzFmL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",25 Dec 1997,True,177 min,The Postman,movie,N/A,"David Brin (novel), Eric Roth (screenplay), Brian Helgeland (screenplay)",1997,tt0119925,6.0,"63,790",
49,"John Cusack, Minnie Driver, Alan Arkin, Dan Aykroyd",2 wins & 6 nominations.,N/A,USA,19 May 1998,George Armitage,"Action, Comedy, Crime, Romance, Thriller",English,76,"Martin Blank is a professional assassin. He is sent on a mission to a small Detroit suburb, Grosse Pointe, and, by coincidence, his ten-year high school reunion party is taking place there at the same time.",https://m.media-amazon.com/images/M/MV5BMmRhYTg0N2QtMWZhMS00OWQwLTk1ZmEtMmUyMTY0NTE4YWUwXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,Buena Vista Internationa,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",11 Apr 1997,True,107 min,Grosse Pointe Blank,movie,N/A,"Tom Jankiewicz (story), Tom Jankiewicz (screenplay), D.V. DeVincentis (screenplay), Steve Pink (screenplay), John Cusack (screenplay)",1997,tt0119229,7.4,"81,557",
50,"Anna Falchi, Lorenzo Crespi, Nicholas Rogers, Mathieu Carrière",N/A,N/A,"Italy, Germany",N/A,Lamberto Bava,Fantasy,"English, Italian",N/A,A fairy tale about a twin princess and a prince who where seperated after their birth.,https://images-na.ssl-images-amazon.com/images/M/MV5BZDhlZWQ0MzctMmM5Yi00NTI1LTk5ZDQtMWE4ODIzYjNjY2VmXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",02 Dec 1997,True,180 min,The Princess and the Pauper,movie,N/A,Gianni Romoli,1997,tt0178844,6.3,198,
51,"Sigourney Weaver, Winona Ryder, Dominique Pinon, Ron Perlman",6 wins & 18 nominations.,N/A,"USA, France",02 Dec 2003,Jean-Pierre Jeunet,"Action, Horror, Sci-Fi",English,63,"200 years after her death, Ellen Ripley is revived as a powerful human/alien hybrid clone. Along with a crew of space pirates, she must again battle the deadly aliens and stop them from reaching Earth.",https://m.media-amazon.com/images/M/MV5BMTdjYzU0MzAtZGMzOC00YTYwLWJhMTEtNDE4ODQwMDY2NWM1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",26 Nov 1997,True,109 min,Alien: Resurrection,movie,N/A,"Dan O'Bannon (characters), Ronald Shusett (characters), Joss Whedon",1997,tt0118583,6.2,"208,362",
52,"Jurnee Smollett-Bell, Meagan Good, Lynn Whitfield, Samuel L. Jackson",11 wins & 17 nominations.,N/A,USA,27 Feb 2001,Kasi Lemmons,Drama,English,78,"After a daughter witnesses her father having an affair, she begins a chain reaction that could tear her family apart.",https://m.media-amazon.com/images/M/MV5BNWRiYmM0MGItYjY3YS00ZGYwLTgxMTMtNzA4MjYzMzI3ZDY3XkEyXkFqcGdeQXVyMTg2NjYzOA@@._V1_SX300.jpg,Lions Gate Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",07 Nov 1997,True,109 min,Eve's Bayou,movie,N/A,Kasi Lemmons,1997,tt0119080,7.3,"7,735",
53,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson",Nominated for 2 Oscars. Another 7 wins & 10 nominations.,N/A,"USA, Germany",01 Feb 1998,Wolfgang Petersen,"Action, Drama, Thriller","English, Russian",61,"Communist Radicals hijack Air Force One with The U.S. President and his family on board. The Vice President negotiates from Washington D.C., while the President, a Veteran, fights to rescue the hostages on board.",https://m.media-amazon.com/images/M/MV5BYTk5NWE2ZjAtZmRmOS00ZGYzLWI5ZmUtMDcwODI0YWY0MTRlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,Columbia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",25 Jul 1997,True,124 min,Air Force One,movie,N/A,Andrew W. Marlowe,1997,tt0118571,6.5,"165,587",
54,"Núria Espert, Rosa Maria Sardà, Anna Lizaran, Mercè Pons",2 wins & 1 nomination.,N/A,Spain,N/A,Ventura Pons,Drama,Catalan,N/A,"A young drama student interviews three great actresses: an international diva, a television star and a dubbing director, and she discovers, in their memories, the grandeur and the misery of theatre: a real metaphor of life.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NzQxNjk0Ml5BMl5BanBnXkFtZTcwMjI1MzMzMQ@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",17 Jan 1997,True,100 min,Actresses,movie,N/A,"Josep Maria Benet i Jornet (play), Ventura Pons",1997,tt0115462,6.9,112,
55,"Homayoun Ershadi, Abdolrahman Bagheri, Afshin Khorshid Bakhtiari, Safar Ali Moradi",3 wins & 4 nominations.,N/A,"Iran, France",08 Jun 1999,Abbas Kiarostami,Drama,Persian,N/A,An Iranian man drives his truck in search of someone who will quietly bury him under a cherry tree after he commits suicide.,https://m.media-amazon.com/images/M/MV5BNDcwMjI2NDc2OV5BMl5BanBnXkFtZTcwMjQzOTMyMQ@@._V1_SX300.jpg,Zeitgeist Films,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}]",26 Nov 1997,True,95 min,Taste of Cherry,movie,N/A,Abbas Kiarostami,1997,tt0120265,7.7,"18,722",
56,"Bruce Willis, Gary Oldman, Ian Holm, Milla Jovovich",Nominated for 1 Oscar. Another 9 wins & 36 nominations.,N/A,France,09 Dec 1997,Luc Besson,"Action, Adventure, Sci-Fi","English, Swedish, German, Arabic, Egyptian (Ancient)",52,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",https://m.media-amazon.com/images/M/MV5BZWFjYmZmZGQtYzg4YS00ZGE5LTgwYzAtZmQwZjQ2NDliMGVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,Sony Pictures Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",09 May 1997,True,126 min,The Fifth Element,movie,N/A,"Luc Besson (screenplay by), Robert Mark Kamen (screenplay by), Luc Besson (story by)",1997,tt0119116,7.7,"398,843",
57,"Michael Caton, Anne Tenney, Stephen Curry, Anthony Simcoe",2 wins & 11 nominations.,N/A,Australia,16 Nov 1999,Rob Sitch,"Comedy, Drama",English,N/A,"A working-class family from Melbourne, Australia fights city hall after being told they must vacate their beloved family home to allow for infrastructural expansion.",https://m.media-amazon.com/images/M/MV5BMTY1MTk5Mzk0M15BMl5BanBnXkFtZTYwMzgxNjQ5._V1_SX300.jpg,Miramax Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",07 May 1999,True,85 min,The Castle,movie,http://www.miramax.com/movie/the-castle,"Santo Cilauro (written and conceived by), Tom Gleisner (written and conceived by), Jane Kennedy (written and conceived by), Rob Sitch (written and conceived by)",1997,tt0118826,7.7,"13,640",
58,"Michael Jeter, Kevin Zegers, Wendy Makkena, Bill Cobbs",3 wins & 3 nominations.,N/A,"USA, Canada",03 Feb 1998,Charles Martin Smith,"Comedy, Drama, Family, Sport",English,N/A,"A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12-year-old Josh Framm moves with his ...",https://m.media-amazon.com/images/M/MV5BMzQxODE4MzEyNF5BMl5BanBnXkFtZTgwNjk2OTY4ODE@._V1_SX300.jpg,Keystone Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}]",01 Aug 1997,True,98 min,Air Bud,movie,N/A,"Kevin DiCicco (character ""Air Bud""), Paul Tamasy, Aaron Mendelsohn",1997,tt0118570,5.2,"14,990",
59,"Mina Mohammad Khani, Aida Mohammadkhani, Kazem Mojdehi, Naser Omuni",4 wins & 1 nomination.,N/A,Iran,05 Apr 2005,Jafar Panahi,Drama,Persian,N/A,"When a young girl becomes lost in the hustle and bustle of Tehran, her journey turns into a dazzling exercise on the nature of film itself. In this ingenious and daringly original feature, ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5NDA2ODA2MF5BMl5BanBnXkFtZTcwMTM5NDgyMQ@@._V1_SX300.jpg,Celluoid Dreams,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",25 Nov 1998,True,95 min,The Mirror,movie,N/A,Jafar Panahi,1997,tt0117056,7.6,"1,887",
