,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
32,"Ed Skrein, Ray Stevenson, Loan Chabanol, Gabriella Wright",N/A,N/A,"France, China, Belgium, Monaco",08 Dec 2015,Camille Delamarre,,,"Action, Adventure, Crime, Thriller","English, Russian, French",32,"In the south of France, former special-ops mercenary Frank Martin enters into a game of chess with a femme-fatale and her three sidekicks who are looking for revenge against a sinister Russian kingpin.",https://m.media-amazon.com/images/M/MV5BMjAyMDE2ODU3Ml5BMl5BanBnXkFtZTgwODU0MTA0NjE@._V1_SX300.jpg,Relativity Europacorp Distribution,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",04 Sep 2015,True,96 min,,The Transporter Refueled,movie,http://thetransporterrefueled.com/,"Adam Cooper, Bill Collage, Luc Besson, Luc Besson (characters), Robert Mark Kamen (characters)",2015,tt2938956,5.2,"35,765",,
33,"Orelsan, Gringe, Seydou Doucouré, Claude Urbiztondo Llarch",N/A,N/A,France,N/A,"Christophe Offenstein, Orelsan",,,"Comedy, Musical",French,N/A,"After ten years of doing nothing, Orel and Gringe are in their mid 30s and they struggle to finish their first rap album. Their texts are mostly sex jokes and booze stories and reflect the ...",https://images-na.ssl-images-amazon.com/images/M/MV5BZmVkOWQ4ZjctYjVlNS00MjE4LWE3MmQtYjk1ZmU2NTE0YjBhXkEyXkFqcGdeQXVyNjQ1NTAwNDE@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",09 Dec 2015,True,90 min,,Comment c'est loin,movie,N/A,"Orelsan (story & dialogue), Stéphanie Murat (adaptation), Christophe Offenstein (adaptation)",2015,tt4576612,6.9,911,,
34,"Will Ferrell, Kevin Hart, Craig T. Nelson, Alison Brie",2 nominations.,N/A,USA,30 Jun 2015,Etan Cohen,,,"Comedy, Crime",English,34,"When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars.",https://m.media-amazon.com/images/M/MV5BMTc3OTc1NjM0M15BMl5BanBnXkFtZTgwNjAyMzE1MzE@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",27 Mar 2015,True,100 min,,Get Hard,movie,http://www.GetHardMovie.com,"Jay Martel (screenplay), Ian Roberts (screenplay), Etan Cohen (screenplay), Adam McKay (story), Jay Martel (story), Ian Roberts (story)",2015,tt2561572,6.0,"109,897",,
35,"Justin Fletcher, John Sparkes, Omid Djalili, Richard Webber",Nominated for 1 Oscar. Another 4 wins & 48 nominations.,N/A,"UK, France",24 Nov 2015,"Mark Burton, Richard Starzak",,,"Animation, Adventure, Comedy, Family, Fantasy",None,81,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",https://m.media-amazon.com/images/M/MV5BOTc1ODY5MTQ1Nl5BMl5BanBnXkFtZTgwMDM5ODI1NjE@._V1_SX300.jpg,Lionsgate,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",05 Aug 2015,True,85 min,,Shaun the Sheep Movie,movie,http://shaunthesheep.com/movie,"Mark Burton, Richard Starzak, Nick Park (characters created by)",2015,tt2872750,7.4,"32,496",,
36,"Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",2 wins & 12 nominations.,"$33,061,006","USA, Australia, China",27 Oct 2015,Joel Edgerton,,,"Drama, Mystery, Thriller",English,77,A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.,https://m.media-amazon.com/images/M/MV5BMTQzMjM2NjM1Nl5BMl5BanBnXkFtZTgwMDM1MjQyNTE@._V1_SX300.jpg,STX Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",07 Aug 2015,True,108 min,,The Gift,movie,http://giftmovie.com/,Joel Edgerton,2015,tt4178092,7.1,"121,850",,
37,"Sandra Bullock, Jon Hamm, Michael Keaton, Allison Janney",Nominated for 1 BAFTA Film Award. Another 4 wins & 24 nominations.,"$277,969,969",USA,08 Dec 2015,"Kyle Balda, Pierre Coffin",,,"Animation, Action, Adventure, Comedy, Family","English, Spanish",56,"Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.",https://m.media-amazon.com/images/M/MV5BMTg2MTMyMzU0M15BMl5BanBnXkFtZTgwOTU3ODk4NTE@._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",10 Jul 2015,True,91 min,,Minions,movie,http://www.minionsmovie.com/,Brian Lynch,2015,tt2293640,6.4,"190,872",,
38,"Sean Astin, Rosario Dawson, Nathan Fillion, Christopher Gorham",1 nomination.,N/A,USA,N/A,Ethan Spaulding,,,"Animation, Action, Adventure, Sci-Fi",English,N/A,"When Atlantian troops assault Metropolis as revenge for the death of their king, the Queen seeks help from the Justice League to find her son who has gone missing during the madness.",https://m.media-amazon.com/images/M/MV5BZGUxZDY1NzMtMDBkOS00ZTY4LTlhYWUtNWQxMDJlNjAyNmQyXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",13 Jan 2015,True,72 min,,Justice League: Throne of Atlantis,movie,N/A,"Heath Corson, Geoff Johns (graphic novel), Paul Pelletier (graphic novel), Ivan Reis (graphic novel), Jerry Siegel (character created by: Superman), Joe Shuster (character created by: Superman), Paul Norris (character created by: Aquaman), Bob Kane (character created by: Batman), Marv Wolfman (character created by: Cyborg), George Pérez (character created by: Cyborg), Louise Simonson (character created by: John Henry Irons), Jon Bogdanove (character created by: John Henry Irons), William Moulton Marston (character created by: Wonder Woman)",2015,tt3878542,6.7,"16,332",,
39,"Gabriel Byrne, Isabelle Huppert, Jesse Eisenberg, Devin Druid",10 wins & 9 nominations.,N/A,"Norway, France, Denmark, USA",02 Aug 2016,Joachim Trier,,,Drama,"English, French",70,"The fractious family of a father and his two sons confront their different feelings and memories of their deceased wife and mother, a famed war photographer.",https://m.media-amazon.com/images/M/MV5BMTc0MTQxMDY2OV5BMl5BanBnXkFtZTgwNTIwNTgxODE@._V1_SX300.jpg,Motlys AS,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",02 Oct 2015,True,109 min,,Louder Than Bombs,movie,N/A,"Joachim Trier (screenplay), Eskil Vogt (screenplay)",2015,tt2217859,6.6,"10,542",,
40,"Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber",Won 2 Oscars. Another 119 wins & 138 nominations.,N/A,USA,23 Feb 2016,Tom McCarthy,,,"Crime, Drama",English,93,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_SX300.jpg,Open Road Films,R,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",20 Nov 2015,True,129 min,,Spotlight,movie,http://SpotlightTheFilm.com,"Josh Singer, Tom McCarthy",2015,tt1895587,8.1,"358,606",,
41,"Masako Nozawa, Ryô Horikawa, Hiromi Tsuru, Masaharu Satô",3 wins & 5 nominations.,N/A,Japan,20 Oct 2015,Tadayoshi Yamamuro,,,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",Japanese,N/A,"One peaceful day on Earth, two remnants of Frieza's army named Sorbet and Tagoma arrive searching for the Dragon Balls with the aim of reviving Frieza. They succeed, and Frieza subsequently seeks revenge on the Saiyans.",https://m.media-amazon.com/images/M/MV5BOWRhMTI4MDgtYjkyYi00MmQwLWEyNzktMTdlNTExZDQ0NWQ3XkEyXkFqcGdeQXVyMjc2Nzg5OTQ@._V1_SX300.jpg,FUNimation Films,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",04 Aug 2015,True,93 min,,Dragon Ball Z: Resurrection 'F',movie,http://www.dragonballz.com/resurrectionf/,"Akira Toriyama (manga), Akira Toriyama (screenplay)",2015,tt3819668,7.4,"17,769",,
42,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth",3 wins & 4 nominations.,"$63,883,740",USA,15 Dec 2015,Seth MacFarlane,,,Comedy,English,48,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",https://m.media-amazon.com/images/M/MV5BMjEwMDg3MDk1NF5BMl5BanBnXkFtZTgwNjYyODA1NTE@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",26 Jun 2015,True,115 min,,Ted 2,movie,http://www.legalizeted.com/,"Seth MacFarlane, Alec Sulkin, Wellesley Wild, Seth MacFarlane (based on characters created by)",2015,tt2637276,6.3,"162,550",,
43,"Mathew Baynton, Simon Farnaby, Martha Howe-Douglas, Jim Howick",N/A,"$381,541",UK,03 May 2016,Richard Bracewell,,,"Comedy, Family, History",English,60,What really happened during Shakespeare's 'Lost Years'? Hopeless lute player Bill Shakespeare leaves his home to follow his dream.,https://m.media-amazon.com/images/M/MV5BNjkxOTkzNDgwMF5BMl5BanBnXkFtZTgwNDQxNTg4NzE@._V1_SX300.jpg,BBC Films,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",18 Sep 2015,True,94 min,,Bill,movie,N/A,"Laurence Rickard, Ben Willbond",2015,tt2978576,6.5,"1,566",,
44,"Xavier Atkins, Mark Lewis Jones, Tom Hardy, Joel Kinnaman",2 nominations.,"$1,314,609","Czech Republic, UK, USA, Russia",04 Aug 2015,Daniel Espinosa,,,"Crime, Drama, History, Thriller","English, Russian",41,A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.,https://m.media-amazon.com/images/M/MV5BMTk1NTkxOTc5Nl5BMl5BanBnXkFtZTgwODI0NTg0NDE@._V1_SX300.jpg,Summit Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",17 Apr 2015,True,137 min,,Child 44,movie,http://www.child44film.com/,"Richard Price (screenplay), Tom Rob Smith (novel)",2015,tt1014763,6.5,"58,734",,
45,"Toma Cuzin, Adrian Purcarescu, Corneliu Cozmei, Radu Bânzaru",5 wins & 13 nominations.,N/A,"Romania, France",N/A,Corneliu Porumboiu,,,Comedy,Romanian,85,Costi is a family man whose cash-strapped neighbor makes him an intriguing proposition: help him find the fortune reportedly buried somewhere on the grounds of his family's country home in Romania and split the profits.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNjIyOTU1Ml5BMl5BanBnXkFtZTgwMjEzNzI2NzE@._V1_SX300.jpg,N/A,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Metacritic', 'Value': '85/100'}]",08 Jan 2016,True,89 min,,The Treasure,movie,N/A,Corneliu Porumboiu,2015,tt4515684,6.8,"2,084",,
46,"Adam Pally, Megan Neuringer, Bobby Spears Jr., Peter Grosz",N/A,"$21,080",USA,15 Dec 2015,"Don Argott, Sheena M. Joyce",,,"Comedy, Romance",English,52,"Jeff and Anne, two close friends and co-workers, are embarrassingly unlucky at love. They hatch a plan to transform themselves over the course of a sex-and-alcohol-fueled summer.",https://m.media-amazon.com/images/M/MV5BNjc1NjIxMDk0MF5BMl5BanBnXkFtZTgwNjc5MzkyNjE@._V1_SX300.jpg,IFC Films,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",19 Aug 2015,True,96 min,,Slow Learners,movie,http://www.slowlearnersthemovie.com,"Heather Maidat (screenplay by), Heather Maidat (story by), Peter C. Swords (story by)",2015,tt2537390,5.8,"2,541",,
47,"Jake Gyllenhaal, Rachel McAdams, Forest Whitaker, Oona Laurence",10 nominations.,"$42,373,328","Hong Kong, USA",27 Oct 2015,Antoine Fuqua,,,"Drama, Sport",English,57,"A champion boxer fights to get his daughter back from child protective services as well as revive his professional career, after a fatal incident sends him on a rampant path of destruction.",https://m.media-amazon.com/images/M/MV5BMjI1MTcwODk0MV5BMl5BanBnXkFtZTgwMTgwMDM5NTE@._V1_SX300.jpg,The Weinstein Company,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",24 Jul 2015,True,124 min,,Southpaw,movie,http://southpawfilm.com/,Kurt Sutter,2015,tt1798684,7.4,"197,940",,
48,"Cécile de France, Izïa Higelin, Noémie Lvovsky, Jean-Henri Compère",2 wins & 7 nominations.,N/A,"France, Belgium",N/A,Catherine Corsini,,,"Drama, Romance",French,72,"There was little chance, in the year 1971, that Carole, a Paris Spanish teacher and feminist militant, would ever meet Delphine, the daughter of a couple of Limousin farmers. But they did ...",https://m.media-amazon.com/images/M/MV5BODM3MDY4MzkwMl5BMl5BanBnXkFtZTgwOTExODUzOTE@._V1_SX300.jpg,N/A,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Metacritic', 'Value': '72/100'}]",19 Aug 2015,True,105 min,,Summertime,movie,N/A,"Catherine Corsini, Laurette Polmanss",2015,tt4080768,6.6,"2,974",,
49,"Kitana Kiki Rodriguez, Mya Taylor, Karren Karagulian, Mickey O'Hagan",24 wins & 38 nominations.,N/A,USA,10 Nov 2015,Sean Baker,,,"Comedy, Crime, Drama","English, Armenian",85,A hooker tears through Tinseltown on Christmas Eve searching for the pimp who broke her heart.,https://m.media-amazon.com/images/M/MV5BMjEzNzY2NjYwOV5BMl5BanBnXkFtZTgwOTY1MDU1NTE@._V1_SX300.jpg,Magnolia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",10 Jul 2015,True,88 min,,Tangerine,movie,http://www.magpictures.com/tangerine/,"Sean Baker, Chris Bergoch",2015,tt3824458,7.1,"22,538",,
50,"Ross Lynch, Maia Mitchell, Gracie Gillam, Garrett Clayton",1 win & 3 nominations.,N/A,USA,26 Jun 2015,Jeffrey Hornaday,,,"Family, Fantasy, Musical",English,N/A,"Modern day teens Mack and Brady get a real world visit from Lela, Tanner, Butchy, and other surfer and biker pals from the beach party film within a film, Wet Side Story.",https://m.media-amazon.com/images/M/MV5BMjM5MjA0NDAzNF5BMl5BanBnXkFtZTgwNTY4NDkxNjE@._V1_SX300.jpg,Rainforest Productions,TV-G,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",26 Jun 2015,True,104 min,,Teen Beach 2,movie,N/A,"Matt Eddy (teleplay by), Billy Eddy (teleplay by), Dan Berendsen (story by), Robert Horn (story by), Vince Marcello (based on characters created by), Mark Landry (based on characters created by)",2015,tt3764966,6.3,"2,789",,
51,"Sebastyan Anton, Andryus Daryala, Jakob Diehl, Marc Hosemann",10 wins & 7 nominations.,N/A,"Germany, Russia",N/A,Aleksandr Mindadze,,,"Drama, War","Russian, German",N/A,"It is a story of love and friendship, proclaiming the triumph of the universal human values. Unaware of the approaching war, Russian and German engineers find themselves united by one common goal at the glass manufacturing plant in USSR.",https://images-na.ssl-images-amazon.com/images/M/MV5BYjdmY2I5NGMtMGNkYy00NWZkLWE2ZWEtZWYyYzFjZDM5Y2VkXkEyXkFqcGdeQXVyMTEwNTQxMjQ@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",10 Mar 2016,True,110 min,,My Good Hans,movie,N/A,"Aleksandr Mindadze, Aleksandr Mindadze",2015,tt3817188,6.6,116,,
52,"Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki",7 wins & 5 nominations.,"$38,140,180","USA, UK",17 Nov 2015,Guy Ritchie,,,"Action, Adventure, Comedy","English, Russian, German, Italian",56,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",https://m.media-amazon.com/images/M/MV5BOTZmMWFhYmQtZDE5YS00YzBlLWJlOGEtYzAwNGU1YzVlYjZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",14 Aug 2015,True,116 min,,The Man from U.N.C.L.E.,movie,http://www.manfromuncle.com/,"Guy Ritchie (screenplay by), Lionel Wigram (screenplay by), Jeff Kleeman (story by), David C. Wilson (story by), Guy Ritchie (story by), Lionel Wigram (story by), Sam Rolfe (based on the television series created by)",2015,tt1638355,7.3,"237,733",,
53,"Gabriela Maria Schmeide, Justus von Dohnányi, Anke Engelke, Ken Duken",2 wins & 2 nominations.,N/A,Germany,N/A,Sönke Wortmann,,,Comedy,German,N/A,"Because of their children's bad grades, some parents want the teacher Mrs. Müller gone. They meet with Mrs. Müller and try to convince her to leave the class.",https://m.media-amazon.com/images/M/MV5BMGM3ZDY4ZTAtOThjZC00MWM5LThhNTYtOTFiOTFlY2E5ODVhXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",15 Jan 2015,True,83 min,,Frau Müller muss weg!,movie,N/A,"Lutz Hübner, Sarah Nemitz, Oliver Ziegenbalg",2015,tt4216934,6.2,"1,318",,
54,"Catherine Frot, André Marcon, Michel Fau, Christa Théret",6 wins & 14 nominations.,N/A,"France, Czech Republic, Belgium",N/A,Xavier Giannoli,,,"Comedy, Drama, Music","French, English, Italian",76,"Paris, 1920s. Marguerite Dumont is a wealthy woman, lover of the music and the opera. She loves to sing for her friends, although she's not a good singer. Both her friends and her husband ...",https://m.media-amazon.com/images/M/MV5BMjI2MTE0NzM2N15BMl5BanBnXkFtZTgwMjc0Mjg3NzE@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Metacritic', 'Value': '76/100'}]",11 Mar 2016,True,129 min,,Marguerite,movie,N/A,"Xavier Giannoli, Marcia Romano (collaborating writer)",2015,tt4428788,7.0,"4,327",,
55,"Regina Casé, Michel Joelsas, Camila Márdila, Karine Teles",28 wins & 18 nominations.,N/A,Brazil,12 Jan 2016,Anna Muylaert,,,"Comedy, Drama",Portuguese,82,"When the estranged daughter of a hard-working live-in housekeeper suddenly appears, the unspoken class barriers that exist within the home are thrown into disarray.",https://m.media-amazon.com/images/M/MV5BMzU0MzE5Mjk3OF5BMl5BanBnXkFtZTgwMjM3NjQzNjE@._V1_SX300.jpg,Oscilloscope Laboratories,R,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",28 Aug 2015,True,112 min,,The Second Mother,movie,http://thesecondmother.vhx.tv/,Anna Muylaert,2015,tt3742378,7.8,"10,656",,
56,"Steve Guttenberg, Nia Peeples, Patrick Renna, Carlos Bernard",N/A,N/A,USA,03 Nov 2015,Mike Mendez,,,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",English,N/A,"Volcanic eruptions in Los Angeles unleash a swarm of gigantic, lava-breathing tarantulas.",https://m.media-amazon.com/images/M/MV5BMjEzMTY5OTEzNV5BMl5BanBnXkFtZTgwNzgwODM2NTE@._V1_SX300.jpg,Cinetel Films,TV-14,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",25 Jul 2015,True,83 min,,Lavalantula,movie,N/A,"Neil Elman, Mike Mendez, Ashley O'Neil",2015,tt4060576,4.7,"2,333",,
