,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
46,Georges Méliès,N/A,N/A,France,N/A,Georges Méliès,"Short, Comedy, Fantasy",N/A,N/A,A wall full of advertising posters comes to life.,https://images-na.ssl-images-amazon.com/images/M/MV5BZjFkYmFjNDMtZTMwZi00YmFhLWIyMzMtMTAwMzNiZjBjNTQwXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,True,3 min,The Hilarious Posters,movie,N/A,N/A,1906,tt0135122,6.3,709
47,Georges Méliès,N/A,N/A,France,N/A,Georges Méliès,"Short, Fantasy",N/A,N/A,Two travelers are tormented by Satan from inn to inn and eventually experience a buggy ride through the heavens courtesy of the Devil before he takes one of them down to Hell and roasts him...,https://images-na.ssl-images-amazon.com/images/M/MV5BMWEwZWM0MzAtMGQ0Zi00NzZhLTk0MTEtYjkyYjJmNjVkNDQxXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",01 Jul 1972,True,17 min,The 400 Tricks of the Devil,movie,N/A,N/A,1906,tt0000567,6.9,663
48,J. Stuart Blackton,N/A,N/A,USA,N/A,J. Stuart Blackton,"Animation, Short, Comedy",N/A,N/A,A cartoonist draws faces and figures on a blackboard - and they come to life.,https://images-na.ssl-images-amazon.com/images/M/MV5BMThhNzVhZGMtNWVjOC00MmQ2LThiNWYtMDljYWU2OTYzOTVhXkEyXkFqcGdeQXVyMzY0NTAwOTk@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",06 Apr 1906,True,3 min,Humorous Phases of Funny Faces,movie,N/A,N/A,1906,tt0000554,6.2,766
49,Georges Méliès,N/A,N/A,France,N/A,Georges Méliès,"Short, Fantasy, Romance",N/A,N/A,"An astronomer of age, wealth, and erudition conducts classes in his home. His students are not always respectful, and he suffers their pranks and high jinks. Then, at noon, everything ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMGMzOGI4MmUtNmI5My00YzI2LTk1M2QtOGY1YTlhNWViMWRmXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",22 Sep 2009,True,9 min,The Eclipse: Courtship of the Sun and Moon,movie,N/A,N/A,1907,tt0215737,6.5,856
50,Georges Méliès,N/A,N/A,France,N/A,Georges Méliès,"Short, Comedy",N/A,N/A,"A peddler of ""the best glue"" sets up his outdoor stall. A crowd gathers for a demonstration. As he gives his pitch, two observant cops decide drive off his customers and close him down, ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMGJjZWU3MmYtYmZlNC00ZWU3LTkyZDItMzFjODIyNjdmMTdmXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,True,5 min,Good Glue Sticks,movie,N/A,N/A,1907,tt0215817,5.5,415
51,N/A,N/A,N/A,France,N/A,Segundo de Chomón,Short,French,N/A,"A chef comes into the kitchen and throws a lot of rags on the floor: he then casts a spell over them, and immediately they take the form of human beings, and dance a wild saraband around ...",N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",19 Sep 1908,True,N/A,Unusual Cooking,movie,N/A,N/A,1908,tt1802750,5.6,18
52,"Max Linder, Jeanne Marnac",N/A,N/A,France,N/A,Georges Monca,"Short, Comedy",French,N/A,N/A,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,True,15 min,Le baromètre de la fidélité,movie,N/A,N/A,1909,tt0277596,6.5,22
53,"Paul Panzer, Gladys Hulette",1 win.,N/A,USA,02 Aug 2005,J. Stuart Blackton,"Comedy, Short, Fantasy",English,N/A,"A smoker falls asleep, and two mischievious fairies play with his pipe. He discovers this, and imprisons them in a cigar box. He removes a flower from the box, which contains a fairy ...",http://ia.media-imdb.com/images/M/MV5BMmFkYWYyNTEtZGI3Yi00NDNhLWFlNzEtNjkzMWM5MmU3YTIxXkEyXkFqcGdeQXVyNjYwOTI0ODI@._V1_SX300.jpg,N/A,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",10 Aug 1909,True,5 min,"Princess Nicotine; or, The Smoke Fairy",movie,N/A,N/A,1909,tt0001009,6.6,639
54,"André Méliès, Georges Méliès",N/A,N/A,France,N/A,Georges Méliès,"Short, Comedy, Fantasy",N/A,N/A,A man rents an apartment and furnishes it in remarkable fashion.,http://ia.media-imdb.com/images/M/MV5BMTU1NjUwOTU1M15BMl5BanBnXkFtZTgwODQ1MzUwMzE@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,True,6 min,The Devilish Tenant,movie,N/A,N/A,1909,tt0127948,7.3,"1,151"
55,N/A,N/A,N/A,France,N/A,Émile Cohl,"Animation, Short",French,N/A,"Furniture moves itself into a new house, without human intervention. No people appear in this stop-motion short by animation pioneer Émile Cohl.",N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",07 May 1912,True,4 min,The Automatic Moving Company,movie,N/A,N/A,1910,tt0486978,6.7,238
56,"Hay Plumb, Alma Taylor, Chrissie White",N/A,N/A,UK,N/A,Lewin Fitzhamon,"Comedy, Short",N/A,N/A,N/A,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",01 Sep 1910,True,6 min,Tilly the Tomboy Visits the Poor,movie,N/A,N/A,1910,tt0232821,5.6,37
57,N/A,N/A,N/A,USA,N/A,Ashley Miller,"Short, Adventure, Fantasy, Sci-Fi",English,N/A,A scientist discovers reverse gravity and goes to Mars in the process.,https://m.media-amazon.com/images/M/MV5BMWQ1MjYxMWUtZWY5Zi00Mzg4LWIxZmYtNjFjNjA5MTdkNjY2XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",18 Feb 1910,True,5 min,A Trip to Mars,movie,N/A,N/A,1910,tt1515725,6.1,345
58,"Helen Gardner, Pearl Sindelar, Miss Fielding, Miss Robson",N/A,N/A,USA,N/A,Charles L. Gaskill,"Drama, History",English,N/A,The fabled queen of Egypt's affair with Roman general Marc Antony is ulimately disastrous for both of them.,https://m.media-amazon.com/images/M/MV5BZTcyMGU4ZmYtYTVmYS00NWFkLWExM2MtYWRlYTlhOWYxNjYwXkEyXkFqcGdeQXVyMzE0MjY5ODA@._V1_SX300.jpg,N/A,Unrated,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",13 Nov 1912,True,100 min,Cleopatra,movie,N/A,Victorien Sardou (adapted from the play by),1912,tt0002101,5.1,383
59,"Francis Ford, Ethel Grandin, Ann Little, Ray Myers",N/A,N/A,USA,N/A,"Francis Ford, Thomas H. Ince","Short, Western",English,N/A,"The U.S. Army and the Indians sign a peace treaty. However, a group of surveyors trespass on the Indians' land and violate the treaty. The army refuses to listen to the Indians' complaints,...",https://m.media-amazon.com/images/M/MV5BMzRlOTQ3ZWMtNmIxYi00ZGM1LWIxNDctY2QzYjg3NWE5NjQxXkEyXkFqcGdeQXVyMzE0MjY5ODA@._V1_SX300.jpg,N/A,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",29 Nov 1912,True,41 min,The Invaders,movie,N/A,N/A,1912,tt0002281,6.2,230
60,"Max Linder, Paulette Lorsy, Joé Dawson",N/A,N/A,France,N/A,"Max Linder, René Leprince","Comedy, Short",French,N/A,N/A,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",03 May 1912,True,N/A,Joe Teaches Max a Lesson,movie,N/A,"Max Linder, Louis Z. Rollini",1912,tt0277865,6.0,30
61,N/A,N/A,N/A,France,N/A,Georges Méliès,"Short, Comedy",French,N/A,N/A,http://ia.media-imdb.com/images/M/MV5BMmNlMDA3ZjctNzI3Ni00ZmJlLWI5ZTgtODVjODQxM2UwMDY4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,True,15 min,The Voyage of the Bourrichon Family,movie,N/A,N/A,1913,tt0003512,5.3,57
62,"Lois Weber, Val Paul, Douglas Gerrard, Sam Kaufman",N/A,N/A,USA,N/A,"Phillips Smalley, Lois Weber","Short, Drama, Thriller",English,N/A,"An isolated house in deserted area is too remote for a servant, who leaves a note, quietly exits the back door, and puts the key under the mat. Alone in the house is a mother and her infant...",https://m.media-amazon.com/images/M/MV5BOGY4YjEyNDQtZTQyYS00MTI2LWJiYjYtYzRiNGM2MjE1YjM1XkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg,N/A,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",06 Jul 1913,True,10 min,Suspense,movie,N/A,Lois Weber (scenario),1913,tt0003424,7.4,"1,001"
63,"Sidney Drew, Edith Storey, Charles Kent, Mrs. Sidney Drew",N/A,N/A,USA,13 Mar 2001,Sidney Drew,Comedy,English,N/A,"A young woman discovers a seed that can make women act like men and men act like women. She decides to take one, then slips one to her maid and another to her fiancé. The fun begins.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNTM0NTkwOF5BMl5BanBnXkFtZTgwMzE4MzQ4ODE@._V1_SX300.jpg,N/A,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",04 Sep 1916,True,63 min,A Florida Enchantment,movie,N/A,"Marguerite Bertsch, Archibald Clavering Gunter (novel), Eugene Mullin, Fergus Redmund (novel)",1914,tt0003973,6.1,150
64,"Lillian Gish, Mae Marsh, Henry B. Walthall, Miriam Cooper",2 wins.,N/A,USA,29 Jun 2004,D.W. Griffith,"Drama, History, War",N/A,N/A,"The Stoneman family finds its friendship with the Camerons affected by the Civil War, both fighting in opposite armies. The development of the war in their lives plays through to Lincoln's assassination and the birth of the Ku Klux Klan.",https://m.media-amazon.com/images/M/MV5BYTM4ZDhiYTQtYzExNC00YjVlLTg2YWYtYTk3NTAzMzcwNTExXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Gravitas,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}]",21 Mar 1915,True,195 min,The Birth of a Nation,movie,N/A,"Thomas Dixon Jr. (adapted from his novel: ""The Clansman: An Historical Romance of the Ku Klux Klan""), Thomas Dixon Jr. (play), Thomas Dixon Jr. (novel), D.W. Griffith, Frank E. Woods",1915,tt0004972,6.6,"20,131"
65,"Charles Chaplin, Edna Purviance, Eric Campbell, Leo White",N/A,N/A,USA,N/A,Charles Chaplin,"Short, Comedy, Romance",English,N/A,"Charlie, the emotional violinist, flees to a gipsy camp, only to find himself playing for an abducted girl. Soon, a unique birthmark will pave the way for an unexpected rescue and a marvellous new life. But, will she forget him so easily?",https://m.media-amazon.com/images/M/MV5BNGYxMDU4NTctNTgyOS00ZWRkLThmMWItMWYwMGIyYjI0MWRjXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,Guaranteed Pictures,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",10 Jul 1916,True,34 min,The Vagabond,movie,N/A,"Charles Chaplin, Vincent Bryan, Maverick Terrell",1916,tt0007507,7.0,"2,233"
66,"Milton Rosmer, Netta Westcott, Nigel Playfair, Irene Rooke",N/A,N/A,UK,N/A,Fred Paul,"Comedy, Drama",English,N/A,A Lady mistakes her husband's mother for his mistress and takes a lover.,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",15 Jun 1919,True,66 min,Lady Windermere's Fan,movie,N/A,Oscar Wilde (play),1916,tt0279914,5.4,28
67,"Dorothy Cumming, Creighton Hale, Lionel Braham, Alice Washburn",N/A,N/A,USA,N/A,J. Searle Dawley,"Fantasy, Romance",English,N/A,"Snow White is a motherless princess, who arouses the jealousy and hatred of Mary Jane, her mother's former lady-in-waiting, who is the ugliest woman in the kingdom, but aspires to the ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjk0NTJjY2UtMWNjNi00MGM1LWEzNGEtMjI2OWI1NzQwOWY2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,N/A,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",25 Dec 1916,True,63 min,Snow White,movie,N/A,"Winthrop Ames (by), Winthrop Ames",1916,tt0007361,6.2,297
68,"Dorothy Gish, Ralph Lewis, Eugene Pallette, Elmo Lincoln",N/A,N/A,USA,N/A,"Chester M. Franklin, Sidney Franklin","Crime, Drama, Romance",English,N/A,A kindly Dutch immigrant and her bumbling father are blackmailed by a gang of counterfeiters.,https://images-na.ssl-images-amazon.com/images/M/MV5BNWY0Nzg0NGQtNmRjZC00ZmVkLWJjZDYtNmI3YjY5ZWQzYzQ3XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,N/A,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",03 Sep 1916,True,58 min,Gretchen the Greenhorn,movie,N/A,Bernard McConville (story),1916,tt0006745,6.5,454
69,"Lillian Gish, Mae Marsh, Robert Harron, F.A. Turner",1 win.,N/A,USA,10 Dec 2002,D.W. Griffith,"Drama, History",N/A,N/A,"The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",https://m.media-amazon.com/images/M/MV5BMjM5Nzg2MTc3NF5BMl5BanBnXkFtZTgwODg0NDU5MTE@._V1_SX300.jpg,Cohen Media Group,Passed,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",24 Feb 1918,True,197 min,Intolerance: Love's Struggle Throughout the Ages,movie,N/A,"D.W. Griffith (scenario), Anita Loos (titles)",1916,tt0006864,8.0,"12,588"
70,"Mary Pickford, Elliott Dexter, Tully Marshall, Raymond Hatton",N/A,N/A,USA,N/A,Cecil B. DeMille,"Adventure, Comedy, Drama, History, Romance, Western",N/A,N/A,A young girl travels west to live with her uncle during the California Gold Rush only to find that he has been killed by Indians and his identity assumed by an outlaw.,https://m.media-amazon.com/images/M/MV5BOTRiZjFlY2YtYmJmZC00ZjQ3LTg3MzItNDdlMjNiZGZkNjg3XkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_SX300.jpg,Artcraft,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",14 May 1917,True,70 min,A Romance of the Redwoods,movie,N/A,"Cecil B. DeMille (play), Jeanie Macpherson (play)",1917,tt0008519,6.6,697
71,"John Barrymore, Christine Mayo, H. Cooper Cliffe, Frank Morgan",N/A,N/A,USA,N/A,George Irving,"Adventure, Crime, Romance",English,N/A,Gentleman burglar Raffles tries to get his hand on a priceless pearl.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwMzcwNDQ5OF5BMl5BanBnXkFtZTcwMzU1NDE2Mw@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",15 Dec 1917,True,70 min,"Raffles, the Amateur Cracksman",movie,N/A,"E.W. Hornung (stories), Anthony Paul Kelly, Eugene Wiley Presbrey (play)",1917,tt0008489,6.7,65
72,"Mary Pickford, Madlaine Traverse, Charles Wellesley, Gladys Fairbanks",1 win.,N/A,USA,N/A,Maurice Tourneur,"Comedy, Drama, Family",English,N/A,The wealthy but selfish parents of a lonely young girl begin to rethink what is important to them after a servant's irresponsibility results in a crisis.,https://m.media-amazon.com/images/M/MV5BNTJkNWY0YjctNGRlZC00YzY3LTljMzYtMDI0OGIwYmQzYWFkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,Artcraft,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",05 Mar 1917,True,65 min,The Poor Little Rich Girl,movie,N/A,"Eleanor Gates (play), Frances Marion (scenario)",1917,tt0008443,6.8,"1,140"
73,"William Farnum, Jewel Carmen, Charles Clary, Herschel Mayall",N/A,N/A,USA,N/A,Frank Lloyd,"Drama, History, Romance",N/A,N/A,"Alcoholic lawyer Sydney Carton travels to Paris during the Reign of Terror to rescue French aristocrat Charles Darnay, husband of the woman he loves.",https://images-na.ssl-images-amazon.com/images/M/MV5BNjJkOTRlOTAtZjQ5Ni00NjEzLWI0NDctYjczYTk5MmIzNTQ2XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",11 Mar 1917,True,70 min,A Tale of Two Cities,movie,N/A,"Charles Dickens (novel), Frank Lloyd (scenario), Frank Lloyd (screenplay)",1917,tt0008652,6.3,73
74,"Mary Pickford, Eugene O'Brien, Helen Jerome Eddy, Charles Ogle",N/A,N/A,USA,28 Jan 1991,Marshall Neilan,"Comedy, Drama",English,N/A,"With her family in financial difficulties, Rebecca is sent to live with her two strict, unfeeling aunts, who do not appreciate the young girl's charm and energy. Rebecca must make new ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3NDA4NjcyN15BMl5BanBnXkFtZTgwMDY5NzMwMjE@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",22 Sep 1917,True,78 min,Rebecca of Sunnybrook Farm,movie,N/A,"Frances Marion, Charlotte Thompson (play), Kate Douglas Wiggin (novel)",1917,tt0008499,7.0,655
75,"Mary Pickford, Ida Waterman, Herbert Standing, Conway Tearle",N/A,N/A,USA,25 Apr 2000,Marshall Neilan,Drama,N/A,N/A,Two young women - a paraplegic girl sheltered by her wealthy guardians and a more experienced orphan - fall in love with a man separated from his violent wife.,https://images-na.ssl-images-amazon.com/images/M/MV5BNDlkODM3MTUtMDlhZS00YThiLTk1NzUtMDA2MjdjN2ViODE5XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,Artcraft,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",21 Jan 1918,True,84 min,Stella Maris,movie,N/A,"William J. Locke (from the novel by), Frances Marion (photoplay)",1918,tt0009652,7.4,"1,215"
76,"Harold Lloyd, Bebe Daniels, 'Snub' Pollard, William Blaisdell",N/A,N/A,USA,N/A,Gilbert Pratt,"Comedy, Short",English,N/A,"Con artists Harold and Snub attempt to outwit phony psychic Miss Goulash and her ""professor"" father.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTU2NDU2MjgtNDkyMy00YTljLWIwOGMtOWVlNDVhYWEzZjQwXkEyXkFqcGdeQXVyNDUzNzExOTE@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",23 Jun 1918,True,13 min,Are Crooks Dishonest?,movie,N/A,N/A,1918,tt0008844,6.2,224
77,"Elmo Lincoln, Enid Markey, True Boardman, Kathleen Kirkham",N/A,N/A,USA,28 Jul 2009,Scott Sidney,"Action, Adventure",N/A,N/A,The plot follows the novel more closely than does any other Tarzan movie. John and Alice Clayton take ship for Africa. Mutineers maroon them. After his parents die the newborn Tarzan is ...,https://m.media-amazon.com/images/M/MV5BMTU1MTU2MDk4N15BMl5BanBnXkFtZTgwMzY0NzkwMjE@._V1_SX300.jpg,National Film Corporation of America,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",27 Jan 1918,True,73 min,Tarzan of the Apes,movie,http://www.tarzanlordlajungle.com/,"Edgar Rice Burroughs (novel), Fred Miller, Lois Weber",1918,tt0009682,5.9,571
78,"Ossi Oswalda, Curt Goetz, Ferry Sikla, Margarete Kupfer",N/A,N/A,Germany,N/A,Ernst Lubitsch,"Comedy, Romance",German,N/A,"A teenaged tomboy, tired of being bossed around by her strict guardian, impersonates a man so she can have more fun, but discovers that being the opposite sex isn't as easy as she had hoped.",https://m.media-amazon.com/images/M/MV5BMTM5MjI3NTgzOF5BMl5BanBnXkFtZTgwMzY2Njk1MDE@._V1_SX300.jpg,N/A,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",18 Nov 1918,True,45 min,I Don't Want to Be a Man,movie,N/A,"Hanns Kräly, Ernst Lubitsch",1918,tt0010281,7.1,"1,100"
79,"Lillian Gish, Richard Barthelmess, Donald Crisp, Arthur Howard",1 win.,N/A,USA,11 May 1999,D.W. Griffith,"Drama, Romance",N/A,N/A,"A frail waif, abused by her brutal boxer father in London's seedy Limehouse District, is befriended by a sensitive Chinese immigrant with tragic consequences.",https://m.media-amazon.com/images/M/MV5BNTY0ODRmZDktMzM2MC00NThmLWEyMDMtODQzNWEyMjMxYTYzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Kino on Video,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",20 Oct 1919,True,90 min,Broken Blossoms,movie,N/A,"Thomas Burke (adapted from 'The Chink and the Child' by), D.W. Griffith",1919,tt0009968,7.6,"8,422"
80,"Douglas Fairbanks, Albert MacQuarrie, Kathleen Clifford, Frank Campeau",N/A,N/A,USA,N/A,Victor Fleming,"Action, Comedy, Romance",English,N/A,Psychiatrist Dr. Ulrich Metz attempts to drive Daniel Brown to suicide.,https://images-na.ssl-images-amazon.com/images/M/MV5BZGM3NGI0Y2MtMDBkZi00MWI5LTkyNzUtNjU0YTFjY2ViZTExL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",28 Dec 1919,True,85 min,When the Clouds Roll by,movie,N/A,Thomas J. Geraghty (scenario),1919,tt0010879,7.0,657
81,"Mary Pickford, Wharton James, Katherine Griffith, Helen Jerome Eddy",N/A,N/A,USA,28 Nov 1990,Paul Powell,"Family, Comedy, Drama",English,N/A,An orphan's optimistic outlook brings a change to the ill-tempered town in which she resides to her aunt.,https://m.media-amazon.com/images/M/MV5BYzAyZjk2ZjUtYmQ3OS00NzkyLWFiYjUtZjUxZTAxYzQ4MWViXkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_SX300.jpg,United Artists,TV-G,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",18 Jan 1920,True,58 min,Pollyanna,movie,N/A,"Eleanor H. Porter (based on the book by), Catherine Chisholm Cushing (based on: the 4-act comedy by), Frances Marion (adaptation)",1920,tt0011588,6.8,298
82,"Werner Krauss, Conrad Veidt, Friedrich Feher, Lil Dagover",1 nomination.,N/A,Germany,15 Oct 1997,Robert Wiene,"Fantasy, Horror, Mystery, Thriller",None,N/A,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders.",https://m.media-amazon.com/images/M/MV5BMDk2NmVkOGQtZjdjZi00YmQ5LTg2NzYtMDczZDQxMTIxNjRjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Rialto Pictures,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",19 Mar 1921,True,67 min,The Cabinet of Dr. Caligari,movie,N/A,"Carl Mayer, Hans Janowitz",1920,tt0010323,8.1,"49,057"
83,"Evelyn Preer, Flo Clements, James D. Ruffin, Jack Chenault",1 win & 1 nomination.,N/A,USA,N/A,Oscar Micheaux,"Drama, Romance",N/A,N/A,"Abandoned by her fiancé, an educated black woman with a shocking past dedicates herself to helping a near bankrupt school for impoverished black youths.",https://m.media-amazon.com/images/M/MV5BOGZhYjk2ZjAtYzU5Ny00YWM0LWEyMWEtNmIwMTE4Yjk0NzkxXkEyXkFqcGdeQXVyNTAzNTYzMDQ@._V1_SX300.jpg,Micheaux Book &amp; Film Company,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",12 Jan 1920,True,79 min,Within Our Gates,movie,N/A,Oscar Micheaux,1920,tt0011870,6.4,"1,897"
84,"Philip Hubbard, Margaret McWade, Claire Windsor, Louis Calhern",N/A,N/A,USA,02 Mar 2004,Lois Weber,Drama,English,N/A,The Professor dispenses the wisdom of the ages and does not make a living wage. The sons of the rich and powerful are students lacking any motivation. The next door neighbor of the ...,https://m.media-amazon.com/images/M/MV5BMjI0Nzg0NTM1N15BMl5BanBnXkFtZTgwNzM5NzgwMzE@._V1_SX300.jpg,Lois Weber Productions,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",04 Sep 1921,True,91 min,The Blot,movie,N/A,"Marion Orth, Lois Weber",1921,tt0011979,6.8,416
