,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
32,"Adam Brody, Kristen Bell, Zoe Kazan, Mía Maestro",1 nomination.,N/A,USA,09 Dec 2013,Daisy von Scherler Mayer,,,"Comedy, Drama",English,48,"On the eve of his wedding, a successful writer travels across the country to meet up with ex-lovers in an attempt to make amends for past relationship transgressions.",https://m.media-amazon.com/images/M/MV5BMTQ0ODI2NDM5MF5BMl5BanBnXkFtZTcwMTkwOTU1OQ@@._V1_SX300.jpg,Leeden Media,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",26 Jun 2013,True,90 min,,Some Girl(s),movie,http://somegirlsfilm.com/,"Neil LaBute (screenplay by), Neil LaBute (based on the stage play written by)",2013,tt2201221,4.6,"3,363",,
33,"Lindsay Jones, Kara Eberle, Barbara Dunkelman, Arryn Zech",4 wins & 2 nominations.,,USA,,N/A,,,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi, Thriller",English,N/A,"4 Teenage girls form Team RWBY and train to fight crime and monsters known as the Grimm, while the world of Remnant remains on the brink of an all out war.",https://m.media-amazon.com/images/M/MV5BOTM4MTllODUtNTQzOS00ZDVlLWIyMjAtMzI1OGZmZWY1NGMxXkEyXkFqcGdeQXVyMjIxNjY2NjE@._V1_SX300.jpg,,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",18 Jul 2013,True,13 min,,RWBY,series,,Monty Oum,2012–,tt3066242,8.1,"4,230",,6
34,"Tina Fey, Ann Harada, Ben Levin, Dan Levy",N/A,"$18,000,000",USA,09 Jul 2013,Paul Weitz,,,"Comedy, Drama, Romance",English,48,A Princeton admissions officer who is up for a major promotion takes a professional risk after she meets a college-bound alternative school kid who just might be the son she gave up years ago in a secret adoption.,https://m.media-amazon.com/images/M/MV5BOTE2OTkwNzg5Ml5BMl5BanBnXkFtZTcwOTY0NzQ3OA@@._V1_SX300.jpg,Focus Features,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",22 Mar 2013,True,107 min,,Admission,movie,http://www.AdmissionMovie.com,"Karen Croner (screenplay by), Jean Hanff Korelitz (based on the novel by)",2013,tt1814621,5.7,"31,638",,
35,"Deragh Campbell, Hannah Gross, Ned Oldham, Kim Taylor",1 win & 3 nominations.,"$21,964",USA,27 Jan 2014,Matthew Porterfield,,,"Drama, Music",English,69,"A runaway seeks refuge with her aunt and uncle in Baltimore and finds their marriage ending and her cousin in crisis. In the days that follow, the family struggles to let go of the past while searching for new things to hold onto.",https://m.media-amazon.com/images/M/MV5BMTk1NjM5NjU1MV5BMl5BanBnXkFtZTgwNTQwNTYyMDE@._V1_SX300.jpg,Strand Releasing,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",25 Dec 2013,True,89 min,,I Used to Be Darker,movie,http://www.iusedtobedarkermovie.com,"Amy Belk (screenplay), Matthew Porterfield (screenplay)",2013,tt2147728,5.6,863,,
36,"Brit Marling, Alexander Skarsgård, Ellen Page, Toby Kebbell",1 win & 7 nominations.,"$1,600,000","UK, USA",17 Sep 2013,Zal Batmanglij,,,"Adventure, Drama, Thriller","English, American Sign Language",68,An operative for an elite private intelligence firm finds her priorities changing dramatically after she is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations.,https://m.media-amazon.com/images/M/MV5BMjEyNjQzMzg5Nl5BMl5BanBnXkFtZTcwMjExNzU1OQ@@._V1_SX300.jpg,Fox Searchlight Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",28 Jun 2013,True,116 min,,The East,movie,http://www.theeastmovie.com/,"Zal Batmanglij, Brit Marling",2013,tt1869716,6.8,"46,408",,
37,"Gerard Butler, Aaron Eckhart, Finley Jacobsen, Dylan McDermott",1 win & 5 nominations.,"$98,600,000",USA,13 Aug 2013,Antoine Fuqua,,,"Action, Thriller","English, Korean",41,"Disgraced Secret Service agent (and former presidential guard) Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack; using his inside knowledge, Banning works with national security to rescue the President from his kidnappers.",https://m.media-amazon.com/images/M/MV5BNTU0NmY4MWYtNzRlMS00MDkxLWJkODYtOTM3NGI2ZDc1NTJhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,FilmDistrict,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",22 Mar 2013,True,119 min,,Olympus Has Fallen,movie,http://olympusmovie.com,"Creighton Rothenberger, Katrin Benedikt",2013,tt2302755,6.5,"233,095",,
38,"Lawrence Michael Levine, Kelsy Abbott, L.C. Holt, Simon Barrett",1 win & 7 nominations.,"$16,742","USA, Canada, Indonesia",24 Sep 2013,"Simon Barrett, Jason Eisener, Gareth Evans, Gregg Hale, Eduardo Sánchez, Timo Tjahjanto, Adam Wingard",,,"Horror, Thriller","English, Indonesian",49,"Searching for a missing student, two private investigators break into his house and find collection of VHS tapes. Viewing the horrific contents of each cassette, they realize there may be dark motives behind the student's disappearance.",https://m.media-amazon.com/images/M/MV5BODg4OTMxNDAxMV5BMl5BanBnXkFtZTcwMjM4ODQ0OQ@@._V1_SX300.jpg,Magnet Releasing,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",06 Jun 2013,True,96 min,,V/H/S/2,movie,http://magnetreleasing.com/vhs2/,"Simon Barrett, Jamie Nash, Timo Tjahjanto, Gareth Evans, Jason Eisener, John Davies, Brad Miska (concept: anthology concept), Timo Tjahjanto (story)",2013,tt2450186,6.1,"32,996",,
39,"James McAvoy, Vincent Cassel, Rosario Dawson, Danny Sapani",3 wins & 3 nominations.,"$4,856,227","UK, USA, France",23 Jul 2013,Danny Boyle,,,"Crime, Drama, Mystery, Thriller","English, French",61,An art auctioneer becomes mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.,https://m.media-amazon.com/images/M/MV5BMjMzNjU1MTg5NF5BMl5BanBnXkFtZTcwMTExMTcwOQ@@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",27 Mar 2013,True,101 min,,Trance,movie,http://www.trancethemovie.com,"Joe Ahearne (screenplay), John Hodge (screenplay), Joe Ahearne (story)",2013,tt1924429,6.9,"104,114",,
40,"Brendan Fraser, Vanessa Hudgens, Stephanie Szostak, Rosario Dawson",2 wins.,"$1,359,563",USA,29 Apr 2014,Ron Krauss,,,Drama,English,37,"A pregnant teenager flees her abusive mother in search of her father, only to be rejected by her stepmother and forced to survive on the streets until a compassionate stranger offers a hopeful alternative.",https://m.media-amazon.com/images/M/MV5BMTg0MzMyMjYxMV5BMl5BanBnXkFtZTgwNDYzMTc2MDE@._V1_SX300.jpg,Roadside Attractions,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",29 Oct 2014,True,101 min,,Gimme Shelter,movie,http://gimmeshelterthemovie.com/,Ron Krauss,2013,tt1657510,6.5,"7,632",,
41,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins",3 wins & 21 nominations.,"$206,360,018",USA,25 Feb 2014,Alan Taylor,,,"Action, Adventure, Fantasy",English,54,"When Dr. Jane Foster gets cursed with a powerful entity known as the Aether, Thor is heralded of the cosmic event known as the Convergence and the genocidal Dark Elves.",https://m.media-amazon.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_SX300.jpg,Walt Disney Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",08 Nov 2013,True,112 min,,Thor: The Dark World,movie,http://www.facebook.com/ThorMovie,"Christopher L. Yost (screenplay by), Christopher Markus (screenplay by), Stephen McFeely (screenplay by), Don Payne (story by), Robert Rodat (story by), Stan Lee (based on the Marvel comics by), Larry Lieber (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by), Walter Simonson (character created by: Malekith)",2013,tt1981115,7.0,"526,911",,
42,"Bruce Willis, John Malkovich, Mary-Louise Parker, Helen Mirren",3 nominations.,"$53,215,979","USA, France, Canada",26 Nov 2013,Dean Parisot,,,"Action, Comedy, Crime, Thriller","English, Russian, French, Persian, Korean",47,Retired C.I.A. Agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,https://m.media-amazon.com/images/M/MV5BMjI2ODQ4ODY3Nl5BMl5BanBnXkFtZTcwNTc2NzE1OQ@@._V1_SX300.jpg,Lionsgate Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",19 Jul 2013,True,116 min,,RED 2,movie,http://www.red-themovie.com/,"Jon Hoeber, Erich Hoeber, Warren Ellis (characters), Cully Hamner (characters)",2013,tt1821694,6.6,"147,009",,
43,"Val Lauren, Christian Patrick, Brenden Gregory, Brad Roberge",2 nominations.,"$26,222",USA,N/A,"James Franco, Travis Mathews",,,Documentary,English,47,Filmmakers James Franco and Travis Mathews re-imagine the lost 40 minutes from Cruising (1980) as a starting point to a broader exploration of sexual and creative freedom.,https://m.media-amazon.com/images/M/MV5BMjA1MTUwNTEyOF5BMl5BanBnXkFtZTgwMTEyMDcyMTE@._V1_SX300.jpg,Strand Releasing,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",03 Oct 2013,True,60 min,,Interior. Leather Bar.,movie,http://www.interiorleatherbar.com/,Travis Mathews,2013,tt2352488,5.1,"2,218",,
44,"D.R. Anderson, W. Earl Brown, Michael Carpenter, Kevin Connell",2 nominations.,N/A,USA,01 Apr 2014,Joe Lynch,,,"Action, Adventure, Comedy, Fantasy, Horror",English,56,Live-action role players conjure up a demon from Hell by mistake and they must deal with the consequences.,https://m.media-amazon.com/images/M/MV5BMjMyNzAyNzUzMF5BMl5BanBnXkFtZTgwOTQ0NDMyMTE@._V1_SX300.jpg,Entertainment One Films,R,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",18 Aug 2014,True,86 min,,Knights of Badassdom,movie,http://knightsofbadassdom-movie.com/,"Kevin Dreyfuss (screenplay), Matt Wall (screenplay)",2013,tt1545660,5.7,"17,979",,
45,"Thomas Law, Zachary Bailess, Jasper Levine, James Tarpey",5 wins & 22 nominations.,"$33,408,732","UK, USA, Japan",19 Nov 2013,Edgar Wright,,,"Action, Comedy, Sci-Fi",English,81,Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.,https://m.media-amazon.com/images/M/MV5BNzA1MTk1MzY0OV5BMl5BanBnXkFtZTgwNjkzNTUwMDE@._V1_SX300.jpg,Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",23 Aug 2013,True,109 min,,The World's End,movie,http://www.facebook.com/theworldsendmovie,"Simon Pegg, Edgar Wright",2013,tt1213663,7.0,"229,075",,
46,"Halle Berry, Abigail Breslin, Morris Chestnut, Michael Eklund",1 win & 11 nominations.,N/A,USA,25 Jun 2013,Brad Anderson,,,"Crime, Drama, Horror, Thriller",English,51,"When a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted, she realizes that she must confront a killer from her past in order to save the girl's life.",https://m.media-amazon.com/images/M/MV5BMjExNDkzNjAwOV5BMl5BanBnXkFtZTcwMDMzMzQwOQ@@._V1_SX300.jpg,Sony Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",15 Mar 2013,True,94 min,,The Call,movie,http://www.call-movie.com/site/,"Richard D'Ovidio (screenplay), Richard D'Ovidio (story), Nicole D'Ovidio (story), Jon Bokenkamp (story)",2013,tt1911644,6.7,"102,599",,
47,"Rosemarie DeWitt, Amber Wolfe Wollam, Josh Pais, Ellen Page",1 nomination.,"$35,966",USA,10 Dec 2013,Lynn Shelton,,,Drama,English,55,"A massage therapist is unable to do her job when stricken with a mysterious and sudden aversion to bodily contact. Meanwhile, her uptight brother's floundering dental practice receives new life when clients seek out his healing touch.",https://m.media-amazon.com/images/M/MV5BMTk2MTI1NTA3Ml5BMl5BanBnXkFtZTcwODY1MzA3OQ@@._V1_SX300.jpg,Magnolia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",16 May 2014,True,89 min,,Touchy Feely,movie,http://www.magpictures.com/touchyfeely/,Lynn Shelton,2013,tt2364949,5.3,"3,311",,
48,"Tom Cruise, Morgan Freeman, Olga Kurylenko, Andrea Riseborough",14 nominations.,"$89,021,735",USA,06 Aug 2013,Joseph Kosinski,,,"Action, Adventure, Sci-Fi",English,54,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.,https://m.media-amazon.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",19 Apr 2013,True,124 min,,Oblivion,movie,http://www.oblivionmovie.com/,"Karl Gajdusek (screenplay), Michael Arndt (screenplay), Joseph Kosinski (graphic novel original story)",2013,tt1483013,7.0,"448,126",,
49,"Michael Douglas, Robert De Niro, Morgan Freeman, Kevin Kline",4 wins & 1 nomination.,"$51,434,214",USA,28 Jan 2014,Jon Turteltaub,,,"Comedy, Drama",English,48,Four friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.,https://m.media-amazon.com/images/M/MV5BMTQ2ODg2MTIyNF5BMl5BanBnXkFtZTgwMzU2NjgwMDE@._V1_SX300.jpg,CBS Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",01 Nov 2013,True,105 min,,Last Vegas,movie,http://www.facebook.com/lastvegasmovie,Dan Fogelman,2013,tt1204975,6.6,"120,630",,
50,"Jean Dujardin, Cécile de France, Tim Roth, Émilie Dequenne",1 nomination.,N/A,"France, Belgium, Luxembourg",15 Apr 2014,Eric Rochant,,,"Drama, Thriller","French, English, Russian",N/A,"An FSB officer falls in love with his agent, an American woman, who works as a trader in a Russian bank.",https://m.media-amazon.com/images/M/MV5BMTExOTE5MDYzMjdeQTJeQWpwZ15BbWU4MDY4NTU4NDEx._V1_SX300.jpg,Grindstone Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",27 Feb 2013,True,103 min,,Möbius,movie,http://https://www.facebook.com/mobiuslefilm,Eric Rochant (screenplay),2013,tt2106550,6.1,"4,656",,
51,"Noriko Shinohara, Ushio Shinohara, Alex Shinohara, Ethan Cohen",Nominated for 1 Oscar. Another 8 wins & 13 nominations.,"$199,274",USA,04 Feb 2014,Zachary Heinzerling,,,"Documentary, Biography","English, Japanese",83,"This candid New York love story explores the chaotic 40-year marriage of famed boxing painter Ushio Shinohara and his wife, Noriko. Anxious to shed her role as her overbearing husband's assistant, Noriko finds an identity of her own.",https://m.media-amazon.com/images/M/MV5BMjEyNzgyMjUzNl5BMl5BanBnXkFtZTcwODk3NjQyOQ@@._V1_SX300.jpg,Radius,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",01 Nov 2013,True,82 min,,Cutie and the Boxer,movie,http://www.cutieandtheboxer.com/,Zachary Heinzerling,2013,tt2355540,7.2,"4,291",,
52,"Aubrey Plaza, Johnny Simmons, Bill Hader, Alia Shawkat",N/A,"$3,400,000",USA,19 Nov 2013,Maggie Carey,,,"Comedy, Romance","English, Sanskrit",61,"Feeling pressured to become more sexually experienced before she goes to college, Brandy Klark makes a list of things to accomplish before hitting campus in the fall.",https://m.media-amazon.com/images/M/MV5BODg4ODYxMTk2NV5BMl5BanBnXkFtZTcwNzYxMTI5OQ@@._V1_SX300.jpg,CBS Films,R,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",26 Jul 2013,True,104 min,,The To Do List,movie,http://todolistmovie.com/,Maggie Carey,2013,tt1758795,5.8,"34,166",,
53,"Cate Blanchett, Joy Carlin, Richard Conti, Glen Caspillo",Won 1 Oscar. Another 54 wins & 75 nominations.,N/A,USA,21 Jan 2014,Woody Allen,,,Drama,English,78,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",https://m.media-amazon.com/images/M/MV5BMTc0ODk5MzEyMV5BMl5BanBnXkFtZTcwMzI0MDY1OQ@@._V1_SX300.jpg,Sony Pictures Classics,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",23 Aug 2013,True,98 min,,Blue Jasmine,movie,http://www.sonyclassics.com/bluejasmine/,Woody Allen,2013,tt2334873,7.3,"177,877",,
54,"Alicia Witt, Sonya Walger, Cheryl Hines, Wilson Bethel",N/A,N/A,USA,26 May 2014,Will Slocombe,,,"Comedy, Drama",English,42,"Thanksgiving for the eccentric Turner clan turns into a train wreck when ""insane"" daughter Nina comes homes for the first time in 15 years.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3NTc3MzQzNF5BMl5BanBnXkFtZTgwMzEyMDQ1MDE@._V1_SX300.jpg,FilmBuff,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",15 Nov 2013,True,84 min,,Cold Turkey,movie,http://www.coldturkeymovie.com/,Will Slocombe,2013,tt2357263,4.3,170,,
55,"Paulina García, Sergio Hernández, Diego Fontecilla, Fabiola Zamora",19 wins & 16 nominations.,"$1,587,655","Chile, Spain",28 Apr 2014,Sebastián Lelio,,,"Comedy, Drama, Romance","Spanish, English",83,"A story set in Santiago and centered on Gloria, a free-spirited older woman, and the realities of her whirlwind relationship with a former naval officer whom she meets out in the clubs.",https://m.media-amazon.com/images/M/MV5BMzI1NjgxNDM3N15BMl5BanBnXkFtZTgwMTI4MDI1MDE@._V1_SX300.jpg,Roadside Attractions,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",09 May 2013,True,110 min,,Gloria,movie,http://gloriamovie.com/,"Sebastián Lelio (screenplay), Gonzalo Maza (screenplay)",2013,tt2425486,6.7,"7,404",,
56,"Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville",1 win & 4 nominations.,"$200,000","Australia, France",10 Dec 2013,Anne Fontaine,,,"Drama, Romance",English,37,A pair of childhood friends and neighbors fall for each other's sons.,https://m.media-amazon.com/images/M/MV5BMjg5ODY2MzcwMF5BMl5BanBnXkFtZTcwODEwNjQ3OQ@@._V1_SX300.jpg,Exclusive Media,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",03 Apr 2013,True,112 min,,Adore,movie,http://www.adoremovie.com,"Anne Fontaine (screenplay), Doris Lessing (book), Christopher Hampton (adaptation), Anne Fontaine (adaptation), Christopher Hampton (dialogue)",2013,tt2103267,6.2,"29,462",,
